"Nº pers.","Clave de sexo","Centro","Área de nómina","Condición","Relación laboral","Rel. Laboral ok","Unidad organizativa","Grupo de invalidez","Categoría profesional","Tipo de contrato","fijo/Temp","GI","Disc","GrdOcup","Días","FTE","Personas","Mes",""
"00001447","mujeres","Centro 1","Socios XXX123","Socios","Per. Cocina","Personal de cocina","Servicios","","Cocinero","100","fijo","0","","100","30","1","1","Sep-21",""
"00001448","mujeres","Centro 3","Socios XXX123","Socios","Jefes","Mandos intermedios","Servicios","","Jefe Cocina","100","fijo","0","","100","30","1","1","Sep-21",""
"00001449","mujeres","Centro 5","Socios XXX123","Socios","Per. Docente","Personal docente","Primaria","","Maestro Tutor","150","fijo","0","","100","30","1","1","Sep-21",""
"00001450","mujeres","Centro 6","Socios XXX123","Socios","Per. Docente","Personal docente","Primaria","","Maestro","100","fijo","0","","100","30","1","1","Sep-21",""
"00002517","mujeres","Centro 2","Ocio Educat.","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Asociación Cultural","","Monitor Extraescolares","200","fijo","0","","28.57","14","0.133326667","0.466666667","Sep-21",""
"00002517","mujeres","Centro 2","Ocio Educat.","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Asociación Cultural","","Monitor Extraescolares","200","fijo","0","","33.76","16","0.180053333","0.533333333","Sep-21",""
"00002333","mujeres","Centro 4","Socios XXX123","Socios","Mandos Interm.","Mandos intermedios","Primaria","","Coordinador Primaria","100","fijo","0","","100","14","0.466666667","0.466666667","Sep-21",""
"00001452","mujeres","Centro 1","Socios XXX123","Socios","Per. Cocina","Personal de cocina","Servicios","","Ayudante Cocina","100","fijo","0","","100","30","1","1","Sep-21",""
"00001453","mujeres","Centro 2","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor","100","fijo","0","","100","30","1","1","Sep-21",""
"00001454","mujeres","Centro 6","Socios XXX123","Socios","Per. Admin.","Personal de Administración y Conserjería","Administración","","Recepcionista","100","fijo","0","","100","30","1","1","Sep-21",""
"00001455","mujeres","Centro 4","Socios XXX123","Socios","Per. Docente","Personal docente","Primaria","","Maestro","150","fijo","0","","100","30","1","1","Sep-21",""
"00001456","mujeres","Centro 4","Socios XXX123","Socios","Per. Docente","Personal docente","Primaria","","Maestro","100","fijo","0","","100","30","1","1","Sep-21",""
"00001457","mujeres","Centro 2","Socios XXX123","Socios","Mandos Interm.","Mandos intermedios","Departamento","","Jefe Dpto.","100","fijo","0","","100","30","1","1","Sep-21",""
"00001458","hombres","Centro 3","Socios XXX123","Socios","Mandos Interm.","Mandos intermedios","Departamento","","Jefe Dpto.","100","fijo","0","","100","30","1","1","Sep-21",""
"00001459","hombres","Centro 2","Socios XXX123","Socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Técnico Mantenimiento","100","fijo","0","","100","30","1","1","Sep-21",""
"00001460","mujeres","Centro 6","Socios XXX123","Socios","Per. Docente","Personal docente","FP","","Profesor","100","fijo","0","","100","30","1","1","Sep-21",""
"00001461","mujeres","Centro 1","Socios XXX123","Socios","Per. Docente","Personal docente","Primaria","","Maestro","150","fijo","0","","100","30","1","1","Sep-21",""
"00001462","hombres","Centro 1","Socios XXX123","Socios","Per. Docente","Personal docente","Primaria","","Maestro","100","fijo","0","","100","30","1","1","Sep-21",""
"00001464","mujeres","Centro 5","Socios XXX123","Socios","Per. Docente","Personal docente","Infantil","","Resp. Vertical","100","fijo","0","","100","30","1","1","Sep-21",""
"00001465","mujeres","Centro 2","Socios XXX123","Socios","Mandos Interm.","Mandos intermedios","Asociación Cultural","","Coordinador Escuela de Música","100","fijo","0","","100","30","1","1","Sep-21",""
"00001466","mujeres","Centro 4","Socios XXX123","Socios","Per. Docente","Personal docente","Primaria","","Maestro","100","fijo","0","","100","30","1","1","Sep-21",""
"00001467","mujeres","Centro 3","Socios XXX123","Socios","Per. Cocina","Personal de cocina","Servicios","","Ayudante Cocina","100","fijo","0","","100","30","1","1","Sep-21",""
"00001468","mujeres","Centro 3","Socios XXX123","Socios","Per. Docente","Personal docente","D.O.P.","","Orientador Infantil","100","fijo","0","","100","30","1","1","Sep-21",""
"00001469","mujeres","Centro 3","Socios XXX123","Socios","Per. Docente","Personal docente","Infantil","","Técnico Infantil","100","fijo","0","","100","30","1","1","Sep-21",""
"00001470","mujeres","Centro 5","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Ayudante Cocina","200","fijo","0","","78.9","30","0.789","1","Sep-21",""
"00001471","mujeres","Centro 5","Socios XXX123","Socios","Per. Admin.","Personal de Administración y Conserjería","Administración","Incapacidad Física","Docente Biblioteca","200","fijo","37","Sí","50","30","0.5","1","Sep-21",""
"00001472","mujeres","Centro 5","Socios XXX123","Socios","Per. Docente","Personal docente","Infantil","","Técnico Infantil","100","fijo","0","","100","30","1","1","Sep-21",""
"00001473","mujeres","Centro 5","Socios XXX123","Socios","Per. Docente","Personal docente","Primaria","","Maestro","100","fijo","0","","100","30","1","1","Sep-21",""
"00001474","hombres","Centro 3","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor","100","fijo","0","","100","30","1","1","Sep-21",""
"00001475","mujeres","Centro 5","Socios XXX123","Socios","Per. Docente","Personal docente","Primaria","","Maestro","100","fijo","0","","100","30","1","1","Sep-21",""
"00001476","mujeres","Centro 4","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor Tutor","100","fijo","0","","100","30","1","1","Sep-21",""
"00001477","mujeres","Centro 3","Socios XXX123","Socios","Per. Docente","Personal docente","Primaria","","Maestro","100","fijo","0","","100","30","1","1","Sep-21",""
"00001478","mujeres","Centro 4","Socios XXX123","Socios","Mandos Interm.","Mandos intermedios","Asociación Cultural","","Coordinador Escuela de Música","100","fijo","0","","100","30","1","1","Sep-21",""
"00001479","mujeres","Centro 3","Socios XXX123","Socios","Per. Docente","Personal docente","D.O.P.","","Orientador Primaria","100","fijo","0","","100","30","1","1","Sep-21",""
"00001480","mujeres","Centro 6","Socios XXX123","Socios","Mandos Interm.","Mandos intermedios","Departamento","","Jefe Dpto.","100","fijo","0","","100","30","1","1","Sep-21",""
"00001481","mujeres","Centro 5","Socios XXX123","Socios","Per. Docente","Personal docente","Infantil","","Maestro","100","fijo","0","","100","30","1","1","Sep-21",""
"00001482","mujeres","Centro 1","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Empl. Servicio Cocina","100","fijo","0","","100","30","1","1","Sep-21",""
"00001483","mujeres","Centro 4","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor","100","fijo","0","","100","30","1","1","Sep-21",""
"00001485","mujeres","Centro 2","Socios XXX123","Socios","Per. Docente","Personal docente","Primaria","","Maestro","100","fijo","0","","100","30","1","1","Sep-21",""
"00001486","mujeres","Centro 6","Socios XXX123","Socios","Per. Cocina","Personal de cocina","Servicios","","Cocinero","100","fijo","0","","100","30","1","1","Sep-21",""
"00001487","mujeres","Centro 4","Socios XXX123","Socios","Jefes","Jefes","Secundaria","","Subjefe Estudios Secundaria","100","fijo","0","","100","30","1","1","Sep-21",""
"00001488","hombres","Centro 3","Socios XXX123","Socios","Jefes","Mandos intermedios","Servicios","","Jefe de Mantenimiento","100","fijo","0","","100","30","1","1","Sep-21",""
"00001490","mujeres","Centro 3","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor","100","fijo","0","","100","30","1","1","Sep-21",""
"00001491","mujeres","Centro 4","Socios XXX123","Socios","Per. Docente","Personal docente","Infantil","","Maestro","150","fijo","0","","100","30","1","1","Sep-21",""
"00001492","mujeres","Centro 4","Socios XXX123","Socios","Per. Docente","Personal docente","Primaria","","Maestro","100","fijo","0","","100","30","1","1","Sep-21",""
"00001493","mujeres","Centro 1","Socios XXX123","Socios","Per. Docente","Personal docente","Infantil","","Maestro","100","fijo","0","","71.42","30","0.7142","1","Sep-21",""
"00001494","mujeres","Centro 4","Socios XXX123","Socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Empl. Servicio Limpieza","100","fijo","0","","100","30","1","1","Sep-21",""
"00001495","mujeres","Centro 12","Socios XXX123","Socios","Per. Admin.","Personal de Administración y Conserjería","Dirección General de Educ","Incapacidad Física","Administrativo Área","100","fijo","45","Sí","62.5","30","0.625","1","Sep-21",""
"00001497","mujeres","Centro 2","Socios XXX123","Socios","Per. Docente","Personal docente","Infantil","","Maestro","100","fijo","0","","100","30","1","1","Sep-21",""
"00001498","mujeres","Centro 1","Socios XXX123","Socios","Per. Docente","Personal docente","Infantil","","Maestro","100","fijo","0","","100","30","1","1","Sep-21",""
"00001499","mujeres","Centro 2","Socios XXX123","Socios","Per. Docente","Personal docente","Primaria","","Maestro","100","fijo","0","","100","30","1","1","Sep-21",""
"00001500","mujeres","Centro 5","Socios XXX123","Socios","Per. Docente","Personal docente","Primaria","","Maestro","100","fijo","0","","100","30","1","1","Sep-21",""
"00001501","mujeres","Centro 3","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor","150","fijo","0","","100","30","1","1","Sep-21",""
"00001503","mujeres","Centro 5","Socios XXX123","Socios","Per. Docente","Personal docente","Infantil","Incapacidad Física","Maestro","100","fijo","36","Sí","100","30","1","1","Sep-21",""
"00001506","mujeres","Centro 4","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor","100","fijo","0","","100","30","1","1","Sep-21",""
"00001507","mujeres","Centro 4","Socios XXX123","Socios","Mandos Interm.","Mandos intermedios","Departamento","","Jefe Dpto.","100","fijo","0","","100","30","1","1","Sep-21",""
"00001508","hombres","Centro 5","Socios XXX123","Socios","Per. Docente","Personal docente","FP","","Profesor","100","fijo","0","","100","30","1","1","Sep-21",""
"00001510","mujeres","Centro 6","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor Tutor","100","fijo","0","","100","30","1","1","Sep-21",""
"00001511","mujeres","Centro 5","Socios XXX123","Socios","Mandos Interm.","Mandos intermedios","Infantil","","Coordinador Infantil","150","fijo","0","","100","30","1","1","Sep-21",""
"00001512","mujeres","Centro 3","Socios XXX123","Socios","Per. Docente","Personal docente","Primaria","","Maestro","100","fijo","0","","100","30","1","1","Sep-21",""
"00001513","mujeres","Centro 5","Socios XXX123","Socios","Per. Admin.","Personal de Administración y Conserjería","Administración","Incapacidad Física","Recepcionista","100","fijo","34","Sí","100","30","1","1","Sep-21",""
"00001514","hombres","Centro 4","Socios XXX123","Socios","Mandos Interm.","Mandos intermedios","TIC","","Coordinador TIC","100","fijo","0","","100","30","1","1","Sep-21",""
"00001515","mujeres","Centro 4","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor","100","fijo","0","","100","30","1","1","Sep-21",""
"00001516","mujeres","Centro 1","Socios XXX123","Socios","Mandos Interm.","Mandos intermedios","Departamento","","Jefe Dpto.","100","fijo","0","","100","30","1","1","Sep-21",""
"00001517","hombres","Centro 5","Socios XXX123","Socios","Mandos Interm.","Mandos intermedios","Departamento","","Jefe Dpto.","100","fijo","0","","100","30","1","1","Sep-21",""
"00001519","mujeres","Centro 6","Socios XXX123","Socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Empl. Servicio Limpieza","100","fijo","0","","100","30","1","1","Sep-21",""
"00001520","hombres","Centro 6","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor Tutor","100","fijo","0","","100","30","1","1","Sep-21",""
"00001521","mujeres","Centro 1","Socios XXX123","Socios","Per. Docente","Personal docente","","","Profesor","100","fijo","0","","52","30","0.52","1","Sep-21",""
"00001522","mujeres","Centro 5","Socios XXX123","Socios","Per. Docente","Personal docente","Infantil","","Maestro","100","fijo","0","","100","30","1","1","Sep-21",""
"00001524","mujeres","Centro 4","Socios XXX123","Socios","Per. Docente","Personal docente","Infantil","","Maestro Tutor","100","fijo","0","","100","30","1","1","Sep-21",""
"00001525","mujeres","Centro 2","Socios XXX123","Socios","Per. Docente","Personal docente","Infantil","","Maestro","100","fijo","0","","100","30","1","1","Sep-21",""
"00001526","hombres","Centro 4","Socios XXX123","Socios","Per. Docente","Personal docente","Primaria","","Maestro","100","fijo","0","","100","30","1","1","Sep-21",""
"00001527","mujeres","Centro 4","Socios XXX123","Socios","Per. Cocina","Personal de cocina","Servicios","","Cocinero","100","fijo","0","","100","30","1","1","Sep-21",""
"00001531","hombres","Centro 5","Socios XXX123","Socios","Per. Admin.","Personal de mantenimiento y limpieza","Administración","Incapacidad Física","Técnico Mantenimiento","100","fijo","46","Sí","100","30","1","1","Sep-21",""
"00001532","mujeres","Centro 4","Socios XXX123","Socios","Per. Docente","Personal docente","Primaria","","Maestro","100","fijo","0","","100","30","1","1","Sep-21",""
"00001534","mujeres","Centro 4","Socios XXX123","Socios","Per. Docente","Personal docente","Primaria","","Maestro","100","fijo","0","","100","30","1","1","Sep-21",""
"00001535","mujeres","Centro 1","Socios XXX123","Socios","Per. Docente","Personal docente","Infantil","","Técnico Infantil","100","fijo","0","","100","30","1","1","Sep-21",""
"00001536","mujeres","Centro 6","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor","100","fijo","0","","100","30","1","1","Sep-21",""
"00001538","mujeres","Centro 5","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor Tutor","100","fijo","0","","100","30","1","1","Sep-21",""
"00001539","mujeres","Centro 5","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Empl. Servicio Cocina","100","fijo","0","","100","30","1","1","Sep-21",""
"00001540","hombres","Centro 10","Socios XXX123","Socios","Mandos Interm.","Mandos intermedios","Educación Ambiental","","Coordinador Educación Ambiental","540","fijo","0","","25","30","0.25","1","Sep-21",""
"00001542","mujeres","Centro 1","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor","150","fijo","0","","100","30","1","1","Sep-21",""
"00001543","hombres","Centro 3","Socios XXX123","Socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Técnico Mantenimiento","100","fijo","0","","100","30","1","1","Sep-21",""
"00001544","mujeres","Centro 12","Socios XXX123","Socios","Jefes","Mandos intermedios","Dirección General de Recu","","Responsable Área Gestión","100","fijo","0","","100","30","1","1","Sep-21",""
"00001545","mujeres","Centro 5","Socios XXX123","Socios","Per. Docente","Personal docente","Infantil","","Maestro","100","fijo","0","","100","30","1","1","Sep-21",""
